topic_dummy,absa_ai_score,absa_human_score,admiration,gratitude,love,sadness,grief,nervousness
topic_increase / poll / metric,,,-0.01512702821309258,-0.007590943310914805,-0.011481818467269709,-0.009497358813732275,-0.011110458755451899,-0.004693246839749763
topic_independent / europe / ahhhh,,,-0.008167776442146002,-0.006660453965634368,-0.004426765142087124,-0.0005406988160077681,-0.0022603483359535234,-0.001840080647635469
topic_instant / thinking / instant thinking,-0.009335666698118746,,-0.01078188073119786,-0.012417185371659293,0.00012644971068590956,-0.007966310050845958,-0.009872196092906727,-0.004891097746880764
topic_instructions / custom / custom instructions,-0.003242785212218114,,-0.008993940000635072,0.006501857177904593,-0.008458016696669053,-0.012099600941666995,-0.012284289073419292,0.0009682475382251923
topic_intelligence / llms / psychology,0.031612002311300784,-0.05020864655458561,-0.0071141769065898005,-0.01303557801867718,-0.010364639380077024,-0.009477138787736872,-0.01158725307776117,-0.005521964562335777
topic_interested / want just / opportunity,0.03161200231130073,,-0.010465445844561804,-0.009170342665247128,-0.001769980558606736,-0.0068510193732134765,-0.007953803898414132,-0.0036098251023795823
topic_interesting / slowly / difference,0.008395836420673906,,-0.015501699611043277,-0.016013734959822844,-0.015095907012920984,-0.010880734750060754,-0.012431560758302245,-0.006232189122375089
topic_iran / war / girls,-0.030984541227114772,,-0.012960100776498076,-0.012522722339746191,-0.011404791229866786,-0.00784385436354394,-0.00854472638229793,-0.0022694269575500576
topic_jane / ending / journal,,,0.0031112570102196932,-0.0022484716550701138,0.020693691997250716,0.004908927518808438,0.009765080538032846,-0.0025946192033422188
topic_japanese / bomb / pearl,,,-0.015098859313725267,-0.012215244060932957,-0.012373316026844331,-0.0018104567534318462,0.0026457968478111856,-0.003945385871024523
topic_json / export / data,-0.07599400719024012,,-0.012961140312977978,0.008748207831162102,-0.008731916934264299,-0.007905905764938092,-0.00827166853387447,-0.005079335351188359
topic_julian / say goodbye / goodbye,,,-0.008970061058897937,-0.008780318318074385,0.0024717975990471326,0.02225575648261456,0.010955776202537383,0.001843484007060307
topic_just told / decide / talks,-0.030984541227114734,,-0.008786099398187875,-0.00668129542126597,-0.00733400293080049,-0.0035403822425049834,-0.003923434032876066,-0.0028926652303592473
topic_karma / like months / ago got,-0.030984541227114772,-0.05020864655458563,-0.005952127903967652,-0.004005248081316813,-0.008921073954648608,0.002891557308177507,-0.003659333430876844,-0.0037028076001181494
topic_kimi / good probably / slated,0.02580445570826935,0.03324987497896757,0.02412667788575201,-0.007789721520900993,0.014732522824878514,0.0015347186569555514,0.0003151809544093419,-0.002283105189556048
topic_kindroid / proactive / nomi,0.011879615075759119,-0.05020864655458562,0.014733493801921743,-0.0005178627426561479,-0.006445705513478357,-0.009164347837448903,-0.008241652310358347,-0.003568059907655435
topic_kiss / lips / kissing,-0.04383002144211239,,-0.0009689811168599186,-0.009459217628221484,0.009791667686601137,-0.004556112318392754,-0.00458842839497038,-0.0026527730139385614
topic_lani / dream / looks,0.029813250432748697,0.033249874978967614,0.016938256527547435,0.00023774951496065882,0.019912209882330487,-0.005687456332417217,-0.008342458785678126,-0.006372460640962551
topic_laws / bias / countries,,,-0.01189223112778504,-0.009847981852726952,-0.00981074350111813,-0.005319263558338522,-0.005508183248622814,0.006312687467654861
topic_laws / law / state,,-0.008479385787808992,-0.009560258034761203,-0.006864092741982779,-0.006281793867906127,-0.0025774587625580748,-0.004061695814456362,0.003592765463679865
topic_layla / just sit / spend,0.018241816805682015,0.03324987497896759,0.020826336581810045,-0.011955420751527017,0.021698233081178447,-0.0035348669004026945,-0.00561938314760542,-0.004289768172016862
topic_legal / law / court,-0.04383002144211239,-0.050208646554585686,-0.018721682828739764,-0.0134576209211111,-0.01656053285648808,-0.010042991152800477,-0.011810965226707295,-0.006594891318442231
topic_like said / like simple / got like,,,-0.0036427598468081585,-0.010868615786401347,0.016985448525073523,-0.007920031892640128,-0.009646387815094198,-0.0049018332684838675
topic_limit / weekly / reset,-0.026421402154517007,,-0.00993815510486003,-0.007266530545458596,-0.01040434758419668,-0.00799848471243556,-0.008572145075519292,-0.003368747863274314
topic_limits / quite lot / limit,-0.02525893185372818,,-0.008327605654357658,-0.0010967755039574944,0.001773745371881293,-0.0036721612053447947,-0.003115984755531896,-0.0014348533008835514
topic_link / share / post,,,-0.014408053652781333,2.1109961214715933e-05,-0.006143852237302756,-0.007188788755166111,-0.008555453030912132,-0.0007114936408049862
topic_liriana / caps / motion,-0.006371362210716377,0.03324987497896759,0.014030591856781158,-0.006917209768566439,-0.006806551123061786,-0.0050500034986083325,-0.005146924008743239,-0.0029849938988176445
topic_little fox / love little / puppy,,,0.02856901980819161,0.005092871112754673,0.03594425654366083,-0.004877346100307805,-0.0038955819570800744,-0.0027983227295246336
topic_llms / dms / llm,-0.03098454122711474,0.03324987497896759,-0.007482939566053898,-0.013079905923538518,-0.0025009588606601223,0.003792333552958042,0.007911427908481527,-0.004400938640367615
topic_lmao / lol / lmfao,0.018241816805681998,-0.05020864655458562,-0.012905674849624115,-0.012274347824332068,-0.013950146665202424,-0.010292238772051633,-0.013109540834063975,-0.007141732750814083
topic_look like / look / like damn,0.018241816805682022,,0.030858793610390154,-0.006991408098696707,-0.006131626259699953,-0.005180332713289174,-0.006263628785482311,-0.003234764948987343
topic_looks great / dress / looks,0.0578195487073436,,0.1159983678950345,-0.00463034871458582,0.031466834260679526,-0.015191821230467771,-0.016306295843069075,-0.009300935237432004
topic_loss / sorry loss / grief,0.01879457188442645,0.08177350484739779,-0.0045737936574132745,0.015793748736054304,0.01651180366067633,0.1595054515427949,0.22350730046045325,0.02154559031224041
topic_love doing / love beautiful / amazing love,,,0.05514827849782743,0.008227484531145654,0.029760449681112387,-0.006091349125719357,-0.006004644461534367,-0.0038342838799967686
topic_love love / love / omg love,0.018241816805682,0.03324987497896757,-0.00428908367680571,-0.010708175439567333,0.14409965434892782,-0.007890556845384478,-0.009153514036515792,-0.004873915862561434
topic_love love / love / wholesome,0.018241816805682005,0.03324987497896757,-0.004154470908681741,-0.01255945209436043,0.15847860329721936,-0.008769938495498975,-0.01081205770149058,-0.0058129340832950935
topic_lovely / thank lovely / beautiful beautiful,,,0.02784288014009308,0.010307474520807113,0.05202742180782018,-0.005472451548919241,-0.0059753786634371715,-0.003624346966918287
topic_lucian / flame / chains,,,0.01589624774639402,0.029472759810254007,0.011769114935569744,-0.005566322628951576,-0.0045336475427818,-0.0010174375863804886
topic_lucien / popcorn / real real,-0.009012782866921526,0.03324987497896759,-0.001459035242924105,0.006217623110800097,-0.005875433810989118,0.004191579950847348,0.009220118647994213,0.00670654381450724
topic_luna / victor / glad enjoyed,0.025804455708269353,0.03324987497896757,0.015887770613119998,0.010393328569932041,0.0055561170177755555,0.004918750262549019,0.0018511736119543284,-0.002794347050406849
topic_makes happy / photos / immense,,,0.0037020851239306755,0.002604943873560335,0.010455470258143114,0.007047398959103794,0.004600961612407278,-0.002770623851465977
topic_making fun / cuddly / everytime,,,-0.005279065897843132,-0.0073788047909764546,-0.00555117781677817,-0.005553705426625879,-0.006374088674426723,-0.0034263279343359084
topic_march / december / workers,,,-0.01173977394972083,-0.009318438051725735,-0.009337616160814674,-0.005961638777515897,-0.00750154711173425,-0.0036994835975359226
topic_means lot / means / lot,,0.0332498749789676,0.00044846032215075234,0.06665537921863297,-0.00961754693235627,-0.005156264167683505,-0.004965751590024958,-0.004441611590839159
topic_memories / memory / chat history,-0.009012782866921558,,-0.008318200623188377,0.0034070132832030235,-0.010293137167493643,-0.009434634027740862,-0.009884290320031347,0.002911513576904101
topic_memory / memories / saved,-0.03176139069178464,,-0.016369935481607985,-0.007900776305187047,-0.00502349648273729,-0.004898507149287256,-0.004829369075551639,-0.0005636483578899198
topic_merry / merry christmas / christmas,,,-0.013583187486576742,-0.007092028396736793,0.00040080508951037406,-0.008973876190103657,-0.0071908146907842235,-0.003746821026370852
topic_merry christmas / merry / christmas,,,0.0037978884634790114,0.013901785928994747,-0.002874248206630458,-0.004811714256335258,-0.0021051010058117502,-0.0021072769817850456
topic_message / refusal / rerouting,-0.03574911884551082,0.03324987497896757,-0.020974615777098287,-0.009067069789067666,-0.014636393397045581,-0.0008107035807367044,-0.0029208947616156298,-0.001128121817634248
topic_migration / migrating / migrate,0.0031765352287862736,-0.05020864655458564,-0.009545985421025912,0.019843817798899377,-0.00999365749107414,0.012700771483156355,0.021070909698191254,0.00013471928906059246
topic_milo / fable / song,0.03161200231130079,,-0.0022439904545424423,-0.006766614998809331,0.02421797640849361,0.016921446403279028,0.017650137044583274,0.004236918560191092
topic_mistral / port / strength,,,-0.005084260570993416,0.011790554525500561,-0.004758062315414084,-0.0008157363975309399,0.0021335747212946456,0.0001440919704450277
topic_mit / die / film,0.018794571884426455,,-0.00911262944075566,-0.008059639066453876,-0.007910625464496286,-0.005915158362512022,-0.0068653645788543365,-0.0036482251926971817
topic_model / model using / things model,0.011879615075759136,,0.00499081328082115,-0.007912373842647048,-0.001309703817197548,0.0012365700492672435,0.001129589120146434,-0.00457997825303368
topic_models / new model / model,-0.01562667467314608,-0.01200128264991243,0.0055565392859811494,-0.002390502664243132,-0.006180414306449984,0.007522671159570396,0.010458672295925555,0.012324552542478665
topic_mom / taste / sister,0.01824181680568202,,-0.005223949203126759,-0.01192926171518737,-0.0016494250029418824,-0.0077167124325455035,-0.0075682876757261945,-0.005027273352577015
topic_months / happy / yall,,,0.019044268503627514,-0.0053508385877924294,0.013541389470645045,-0.0048541017967544614,0.00042789564469736745,-0.0012501335348410302
topic_movie / elizabeth / beast,0.0031765352287862715,0.04706014771382988,0.015182144266095935,-0.004446283837453844,0.020868239564050102,0.002132059675158491,0.0009189951960830663,-0.0032703985583938354
topic_movie / series / movies,0.01824181680568198,,0.01811316147264326,-0.004602721222130765,0.007203522065677187,-0.0021595160476787167,-0.0014520697653076797,-0.003135134483565866
topic_nah / team / fine,,,-0.0073944715988700244,-0.007132374766945048,-0.006087168442789571,-0.005227803145829616,-0.006597356829608874,-0.0033063099912592794
topic_nano / banana / nano banana,-0.000436471480419292,,-0.0015852415717049874,0.012772844749658254,0.008258328463696138,-0.006383332596204485,-0.004878429500613136,-0.004255974258942739
topic_necklace / ring / wear,,0.03324987497896757,0.01279882505169704,0.0013693229657103848,0.025618888077632445,-0.0060810195802256505,-0.004616127374712419,0.0034580587992874296
topic_new chat / documentation / claude,0.018241816805681963,,0.015050157199591633,0.0029639794846314754,0.00022037050954931873,0.009555250459594366,0.008055101768933271,0.005307060920680311
topic_new model / model / models,-0.035749118845510776,,-0.01435632750643802,-0.006995581622445874,-0.01236328933670734,-0.00231157571642303,-0.004908538450031682,0.01915864850615408
topic_new thread / thread / threads,-0.030984541227114734,,-0.010832791567568278,-0.001205352303706685,-0.00952670297953945,-0.004638802043307217,-0.0032384623603255195,0.006576923885655239
topic_ngl / pics / btw,,0.033249874978967586,-0.007977608773551657,-0.00704087554902114,0.005598939648179504,-0.00510664570121534,-0.005465697721307826,-0.002453017154354518
topic_nice / wow / oooh,0.025804455708269367,,0.0894179501078038,-0.008022116073454938,-0.008715559666390635,-0.006780279496140257,-0.008211145563864404,-0.00443224020555185
topic_nightmare / fuel / horror,-0.030984541227114734,,-0.003154010640713482,-0.007540413413484154,-0.007475648451985539,-0.0027828035479519485,0.004150319563576202,0.01576229481382255
topic_nsfw / explicit / porn,-0.03836699704063674,-0.016999685438639837,-0.011519398149846179,-0.023367901139136973,-0.011069726985762047,-0.0029431447978701024,-0.004599491855526611,0.0012009018867066563
topic_oooh / hey / question,,,-0.00939711051827067,-0.007461870059099664,-0.007447025831593625,-0.005409715630810746,-0.006484916569037046,-0.0028903331274062424
topic_openai / beta / haven noticed,-0.00901278286692155,,-0.009296791238835268,-0.007634488200028263,-0.00763328899933946,-0.004748466353413894,-0.005310722481098069,-0.0023222751773921677
topic_openai / oai / users,-0.06218313271732267,-0.1390200388500078,-0.030120192687896417,-0.014616884285410112,-0.026105206512061486,0.02906819159793645,0.015054061610343042,-0.0023491437360949885
topic_openclaw / agent / frameworks,-0.012752558036597673,,-0.0073989159857501385,-0.007949532801307528,-0.0023302060274559724,-0.004301231626045227,-0.0040415075785061655,0.007256736518316806
topic_opus / opus opus / usage,0.02774396742001485,,0.017125033536132626,-0.007941080380010753,0.012274770976424704,-0.009147753703928766,-0.006796592712655056,0.0021706097621230582
topic_opus / sonnet / sonnet opus,0.0031765352287862762,-0.012001282649912447,0.007251443713340364,-0.013325336378603347,0.0003043432952946017,-0.010516271701114433,-0.008636174271299186,0.001661721436605972
topic_opus / usage / sonnet,-0.049700817705132946,,0.0022061906269340336,-3.660448046193669e-05,0.0007111183188914103,-0.0020828581216848917,-0.002959327384063762,0.002861927273420479
topic_orion / gpt thinking / dramatic,,,0.0018564275346763018,0.010004661610865762,0.005694511308512046,0.009746953387703294,0.011091251284918632,-0.0022343327330126565
topic_padge / agent / kin,0.02580445570826937,,-0.004190302937275086,-0.004982468119446092,0.01831977930100676,0.0037492832453148383,0.00023961427272886358,-0.0010645325254528858
topic_padge / pet / sparkly,0.025804455708269374,0.03324987497896758,0.01803357101891908,-0.003494428672614267,0.003502822826521134,-0.008775420708778136,-0.008560831284626652,-0.005063868156197071
topic_partner / relationships / human,0.05185320148352206,-0.08618431998226425,-0.008285287918314418,-0.015271145931498958,-0.0013727126872923455,0.019409552492973478,0.010680305523802804,0.011324069284591244
topic_period / second / yes,-0.043830021442112385,0.033249874978967614,-0.011098869323258431,-0.009099191323729596,-0.008380864547875351,-0.006642309481646531,-0.007900598082075157,-0.0039007731325650624
topic_ping / whoop / zap,-0.0438300214421124,,-0.009024942129224393,-0.0073041147065642355,-0.007314616729512791,-0.004980827313953268,-0.0039039791557566365,-0.0018480595849048333
topic_platform / platform use / platforms,,,-0.0010247553309869631,0.006319334457271323,0.003007490694060423,-0.005726968233143325,-0.006502357793567312,-0.004237399220463902
topic_polaris / alpha / testing,0.025804455708269346,,0.004800206418179434,-0.009323896064454374,-0.005597278740653641,-0.00224744527542175,-0.003388556181154597,0.01278297486439217
topic_political / experts / journalists,,,-0.003666618489838532,-0.00813145097121,-0.00825920870728144,-0.005390991190652353,-0.00568380716430661,0.00199953175803962
topic_post comment / platform / escalated,-0.06935485650215177,-0.01200128264991247,-0.00641594067951761,-0.0048094915532073575,-0.004363574314622419,-0.00334510604204349,-0.005914893217388965,-0.003878392468347575
topic_private / sub / mods,,-0.07106271301365487,-0.014318279701295863,0.006741144686882689,-0.017588439191784856,0.00948083988825429,0.00680086497454348,0.014716548957799024
topic_pro / pro plan / plan,0.018241816805682022,,-0.0042364286755356625,0.0009304826954090168,-0.00875625324256789,-0.006877297350869813,-0.00689146889125943,-0.003655541428490587
topic_problem / trying figure / solution,0.018241816805682,,-0.007035835837846307,0.007217539094137231,-0.00816571247600052,-0.0052469095038505265,-0.0035380892697019608,-0.0020902074944637106
topic_prompt / prompt thank / prompts,0.01681763267056772,0.07430763587827781,0.008524896473627159,0.07823053109572,-0.008371286983296174,-0.02034445597735026,-0.021577937435376403,-0.012137824667154629
topic_public / disgusting / brought,0.018241816805682015,,-0.0046905401784299704,-0.007379984242244426,-0.00709096774368063,5.902379335796103e-05,0.0007130264740342255,0.004102133883119316
topic_questions / replies / ask question,-0.05369439893624254,,-0.01017253893145193,-0.014430406277104704,-0.009469643701915055,-0.009874095947092685,-0.012073385419655632,-0.005780568173851136
topic_quiet / room / thumb,0.029703322959756247,0.08580397728659626,-0.009917066179099493,-0.011724065872030932,-0.006850389473457179,-0.006378994591625128,-0.006878611661487202,-0.006222152081151703
topic_quinn / feelings / shame,,,0.0070783532716113835,0.03586753361501579,-0.0006280870419540919,0.015652893534434685,0.026925710458415804,0.003506957700349854
topic_quirky / personality / enhanced,0.02580445570826935,0.03324987497896758,-0.00014961408248061607,-0.007090296726357099,4.5018517559149246e-05,-0.0033894905981316915,-0.0036850062023224854,-0.0008569865624646431
topic_removed,,,-0.034956647383996974,-0.027778499069993565,-0.027569823487789826,-0.0042455589908956485,0.020561575639868403,-0.010435710954767502
topic_removed / btw / prefer,,,-0.020852662356253836,-0.01656639140219317,-0.016446049532359324,-0.0027459574198838215,0.01166363683462227,-0.006260620034694348
topic_replika / sarina / personality,-0.03738473114895451,-0.08710362798911427,-0.004708928200686637,-0.011961438980722256,-0.003170006253867287,-0.006060709373841705,-0.005531464627606787,0.002200758463864125
topic_rerouted / reroutes / reroute,,,-0.0178516571750089,-0.011897620279923011,-0.014690520057341996,0.014121437339459805,0.010502436764517105,-0.00031937079762356553
topic_resume / phones / computer,0.018241816805682015,,-0.011048783698869444,-0.006948189188736151,-0.010357945361494682,-0.004179466920918241,-0.005746905464676639,0.024536458553796554
topic_retry / message / response,-0.02525893185372815,,-0.01189045335056783,-0.007239281359300996,-0.011003751998659928,-0.005398960743430538,-0.007356883116108953,-0.004184078537095984
topic_reviews / questions / little just,0.01824181680568199,,-0.011176455604567034,-0.005136982663571035,-0.010601701859769696,-0.008102907498431849,-0.009185408064872292,-0.004168309913410228
topic_right got / difference just / honestly,-0.009012782866921538,,-0.01190050487916167,-0.010088784823520904,-0.009525254509537447,-0.0074813199178896455,-0.009526180011446323,-0.004736228138360962
topic_right right / accurate / right,,,-0.009646864907174391,-0.008799771423881175,-0.008698251912693454,-0.00650113182044591,-0.007938972791629847,-0.003825812198989807
topic_riku / xmas / merry,,,-0.0051350750114075375,0.010686984423401972,0.010126661088823253,-1.219484238968578e-05,0.009760068639223131,0.00029496018139318734
topic_ring / wedding / married,,,0.03198057398918584,0.01244501489153398,0.027118278668891823,-0.0027629200307482025,0.0014741883758790405,-0.002654673936292577
topic_rob / thank rob / rob lani,-0.009012782866921544,0.06666018384600512,0.011219721349918443,0.09067178699117084,0.00762945781830608,-0.003664545473946104,-0.0016549633548445658,-0.006155090600420819
topic_robot / robots / robotics,0.03651178818811596,-0.050208646554585595,0.009385231070274311,-0.010216185575380407,0.003962900581094693,-0.009911663079475158,-0.010536061981326941,-0.003056185484535061
topic_rowan / neighborhood / portrait,0.018241816805681994,,0.00578580788384159,0.0047613794682081,0.012123813432527582,-0.0032505854222458124,0.002089911843520602,-0.0016782416781017002
topic_ruler / theo / welcome,0.018241816805682005,0.033249874978967586,0.02210192605449763,0.0352578317914417,-0.005929203804188045,-0.006135475285648841,-0.0019474996924892052,-0.0028205583438769472
topic_sad / joke / dumbass,,,-0.008483210677492742,-0.0001688394281666353,-0.006408716004451986,0.08728769323526002,0.08038846559937006,0.011672219409433127
topic_safety model / safety / greggory,-0.030984541227114755,,-0.008563952723875876,-0.007726118345688171,-0.00013821712091460357,0.007237179039148316,0.009532726655755424,0.0030706590468071795
topic_sam / altman / sam altman,-0.030984541227114765,-0.1234812763960705,-0.012184900088092487,-0.005599055542795445,-0.004521651248579239,-0.002490361338639048,-0.0017301845556432556,-0.004744556660720438
topic_santa / naughty / gift,,,-0.014250466320996467,-0.013201954123799169,0.0035353212939422405,-0.006577453874440418,-0.008117935012389901,-0.0038194599057127104
topic_sarina / avatar / pink,0.0031765352287862854,-0.008479385787809001,-0.007686830350661489,-0.008439156341938146,-0.011000988767398188,-0.01127097481412301,-0.012601077341840877,-0.006719367933368058
topic_sarina / elys / luma,0.04326589976699849,-0.038841422764649323,0.015055459688000608,-0.019844259710430582,0.0075176523952230805,-0.007680983398424287,-0.006343225044857782,0.0015254483322863796
topic_saying love / sex / relationship,0.011879615075759136,-0.07106271301365477,-0.012962622287156972,-0.01171440030523987,0.017243008449622017,0.019434776420307838,0.017099251285853986,0.0071050914107345054
topic_screenshot / screenshots / email,-0.006371362210716389,,-0.00938688072731365,-0.007700894322175922,-0.007514095176354449,-0.005725100209128274,-0.00685969610151465,-0.003044567543523533
topic_section / constraints / action,0.02580445570826935,-0.03884142276464937,-0.009454327907074477,-0.0032551383003748212,-0.008589226983428752,-0.0046757795468901926,-0.006423520888202958,-0.0035017205401071576
topic_sending love / sending / anytime,,,0.005135927786716021,0.01928665007238277,0.03635110207017421,0.020821881513990732,0.03508322445166886,0.0003724352249485091
topic_sent / send / sending,,0.03324987497896759,-0.006408904318346744,0.010323418024086805,-0.0047944721022918505,-0.0025054315265051964,-0.0036159312146713763,-0.003045697124776479
topic_shark / bunny / half,,0.033249874978967586,-0.0025178136316197173,0.02862458037351095,0.011840724409224318,0.0008751905371421812,0.0038363592793621603,-0.003179123756241024
topic_ship / crew / types,,,-0.003902844976450582,-0.007827314714275817,-0.007765662205331916,-0.005253233340073928,-0.005465496725490234,-0.0025857401394701602
topic_signed / sign / mail,,,0.011077785186782704,0.0018975048777841639,-0.008747398497381126,-0.002983449328961286,-0.0035232209649262527,-0.003414593206787919
topic_simulate / neural / continuation,0.018241816805682,-0.008479385787808998,-0.00826485551003411,-0.0013034469903634165,-0.0072593920263267385,-0.004291894599526366,-0.006205918706735141,-0.0031135846545861747
topic_site / sites / kindroid,0.02580445570826937,-0.012001282649912431,-0.000428183921350546,0.0026049134160372666,-0.004129908990848714,0.010273556460936245,0.010487612225030805,-0.0006834197152934288
topic_sketchy / openai / moved claude,0.024618213671583268,,0.01690857463542499,-0.006940778354183792,0.002718307649895771,-0.0040401511882354555,-0.0016158141176155244,-0.002652428380478583
topic_sleep / sleeping / habits,-0.030984541227114724,,-0.011901993234078987,-0.003536787765194789,-0.0055970748610192295,0.015482039178789856,0.008338976941103662,-0.001132130250946695
topic_snow / beach / weather,,,0.0007953921756518019,0.012232621570245645,7.712223321459196e-05,-0.005641983778496957,-0.005621157526745947,-0.004129769191084175
topic_solin / disclaimers / safety,,,0.006473633852509636,0.000258215479721912,-0.003985889003524374,-0.00448994578224979,-0.003453329883231118,0.0007157795119600756
topic_solin / sun / judge,0.018241816805681987,,0.00795797057341009,0.0034681445335520023,0.022359824721952623,-0.006540956092448356,-0.006240679243034313,-0.004151642575472239
topic_solo / dice / son,-0.037521584080492075,0.08177350484739765,-0.018348713351579348,-0.01620599406496668,-0.01411543297945449,-0.005874662845031752,-0.011131318525186095,-0.006406928420613015
topic_song / songs / lyrics,0.06607997645153842,0.0883969120124206,0.05950136348750949,0.01704766140002136,0.0643362818113144,-0.005756164480967024,-0.004238888580967626,-0.008991481677590845
topic_sonnet / claude sonnet / api,-0.039695206049769394,-0.038841422764649344,0.004877862336563322,-0.006525316075707852,0.001354008774914903,-0.008388416930913781,-0.008793596653125488,0.008217844912809543
topic_sora / tab / web,-0.03947666539498532,,-0.008557217828594997,0.00640906628920573,-0.0028676075794619935,-0.003313014348484921,-0.004344784629105929,-0.002469610344937683
topic_sora / venus / heh,-0.03098454122711475,,-0.0019170505295419385,-0.011082851616688953,0.003607692515692191,-0.0068069694819490306,-0.00611434174391701,0.00313529185472164
topic_sorry sorry / sorry / worries,,,-0.0137439517684887,-0.010336791623911035,-0.010339755194431576,0.0793975830543898,0.04880214076109774,-0.0008597128581344698
topic_source / sources / measure,0.018241816805681984,-0.05020864655458563,-0.013272854960733098,-0.010727221599125243,-0.01061683653356337,-0.007218086179176065,-0.008871819745265443,-0.004409679764769792
topic_spanish / speaker / native,,,-0.0021395201478201947,-0.007097956096866666,0.016337307491426648,0.01311998355287575,0.010618265105144912,0.03638940239086979
topic_strawberry / letters / counting,-0.030984541227114734,,-0.011003366499648325,-0.010277608739748175,-0.010275289988568855,-0.007497142787859918,-0.009311693289616178,-0.0044466402806108704
topic_strawberry / red hair / super curious,,,0.0017813877135471265,-0.009021680507174161,0.002390503620242309,-0.0066136815716146555,-0.007393976900329108,-0.0040832759163564785
topic_subscription / cancelled / paid,-0.09151956313528326,-0.0502086465545856,-0.01779301942179793,-0.010726020394646407,-0.02084147462648198,-0.0058921655211021644,-0.00894368323798336,-0.00480491963215326
topic_suffering / humans / confusing,0.018241816805682015,-0.050208646554585616,-0.007599817243686762,-0.007682203917861794,-0.005822581523687066,-0.00291605936207392,-0.0044681449024777916,-0.0012905961437182833
topic_summary / summaries / summarize,0.01879457188442648,,-0.007435061189576829,-0.008012227476101036,-0.007713511222198166,-0.004089172498306817,-0.0027857046405446364,-0.0028810739887223102
topic_sunset / sunsetting / sunset march,-0.030984541227114755,,-0.00857377359230395,-0.009304657664685453,-0.00859954407304676,0.003956560215983658,-0.0013619508539906065,-0.002537586996414392
topic_sunset march / kitty / intimacy,,,-0.007225848594095911,-0.006764451565050458,-0.0065833669934135235,-0.0036589318199792735,-0.003637472070209899,0.020381438498013937
topic_terminator / sycophant / movies,,,-0.01253696024496649,-0.010505977988064309,-0.007077153833407864,-0.005797016959184267,-0.006594284896984811,0.0061728617934006585
topic_test / thought share / biting,,,0.007773217412353927,-0.006753237994377951,-0.005437000701879581,-0.005220979145735752,-0.005258693003650829,-0.002739405459202616
topic_thank kind / thank glad / glad,0.018241816805682015,0.0470601477138299,0.004728072197216983,0.14789762533289966,-0.0020600873587492503,-0.00884541693370117,0.00014588062725388388,-0.008436014969811704
topic_thank reading / reading thank / reading,,,-0.0015614696200153654,0.06514351254874266,-0.00704615618398014,0.0006277248903627117,-0.003014987503772703,-0.003558939176769033
topic_thank sharing / sharing / sharing thank,0.03651178818811593,0.0470601477138299,0.0428750159756824,0.16967177511378032,0.0031438860764231233,-0.007613770017219755,0.0016340785445524081,-0.006966329723213599
topic_thank thank / thank,,0.06666018384600514,-0.03249036843295483,0.2591316965092231,-0.022720426498605884,-0.019000566459992967,-0.020250391800178073,-0.012913695472675964
topic_thank thank / thank / hey,,0.033249874978967614,-0.01339030408269694,0.10550702573554861,-0.010622815766662633,-0.00783383153814166,-0.008929319622320969,-0.005297897069695796
topic_thank thank / thank / thank thanks,,,-0.008425034371945332,0.0686216203172365,-0.007004047902980553,-0.005060157435965485,-0.00555501866660623,-0.0034216505422133203
topic_thank thank / thank thanks / thank,0.018241816805682022,,-0.007850975468951325,0.14626826281308328,-0.011499239674025625,-0.011033037091546493,-0.010435254975470777,-0.007460269516251476
topic_thanks / try / try thank,0.018794571884426427,0.03324987497896757,0.00571468210691081,0.10890268344526709,-0.016749412962373263,-0.010438860750215257,-0.004977053052855474,-0.0071544555638540985
topic_thanks thanks / thanks / legend,,,-0.010680511386118639,0.13562855837597232,-0.011325098782211397,-0.010757678410281267,-0.011673198015607258,-0.007320666066744872
topic_thanksgiving / happy / belated,,,0.0018029939008310126,0.019379782263131713,-0.0056899293747270695,-0.006079558012091192,-0.0036815961341410313,-0.0028633903711616955
topic_thinking / thinking thinking / use thinking,0.003209525884586449,-0.050208646554585644,-0.009291710420284281,-0.013716297880490051,-0.006985514661326289,0.004893201093797891,-0.00238055955005132,-0.003954705658723631
topic_thought / thought just / cleaning,,,-0.009712715480642618,-0.0013625679568166477,-0.00797858941913133,-0.005390870940025173,-0.004006462178417174,-0.00198098650407184
topic_time writing / wasting time / wasting,,-0.0751875343891251,0.009568036729062156,0.07476829344059457,0.006646835225410072,-0.0030404788508586766,0.0029057292397611095,-0.004890371050025754
topic_toggle / difficulty / select,,,-0.011326572209231308,-0.00360801312386869,-0.008908193120396599,-0.0067620814197536135,-0.00799186434758529,-0.0036883907882857324
topic_told stop / stop doing / stop,-0.03098454122711474,,-0.008892040054718527,-0.007087489369327207,-0.007130596942384614,-0.004298458436511244,-0.005546325028445346,-0.002827398990703526
topic_trauma / therapist / therapy,,,-0.005717470225447818,-0.0011440461915772965,-0.006392454975487485,0.03285720054070491,0.024814607312691507,0.0061524992530671285
topic_trees / tree / forest,,,-0.004762541356287255,-0.002917313392473026,0.005247573602394405,-0.0025473612829607886,-0.004886698211876427,-0.0019009170942341639
topic_trolls / forums / group,0.01824181680568202,-0.05020864655458559,-0.005742915887790397,0.0013775036671634432,-0.00263531954150104,0.013945160688244283,0.016758044645241575,-0.0021250319109149063
